Progr;Date;Industrial Group;Industrial Group Descr;GKAM;Des GKAM;KAM;Des KAM;Sub Holding;Sub Holding Descr;P/N;Internal Company Code;Order Type Descr;Weight new booking;Q.TY;Currency;Exchange;Cost Currency Perc;Cost Euro Perc;Price Currency Perc;Price Euro Perc;Tot Cost Currency;Tot Cost Currency Weighted;Total Cost Euro;Total Cost Euro Weighted;Tot Turnover Currency;Tot Turnovr Curr Weighted;Tot Turnover Euro;Tot Turnover Euro Weighted;Weight per part (kg);Product Type;SOP Q_/YEAR Date;SOP+1 Euro;SOP+2 Euro;SOP+3 Euro;Macro Cod;Macro Application
4513;13/09/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE00031;000380FE;NEW;1,00;30000,000;EUR;1,000000;5,690000;5,690000;80,300000;80,300000;1707,000000;1707,000000;1707,000000;1707,000000;24090,000000;24090,000000;24090,000000;24090,000000;0,008500;BOLTS;20231025;;;;A07;Body
4514;13/09/2023;405;TEA  GROUP;GK96;Group Sales GK96;GK96;Sales Customer GK96;AGR;Company SPA;TE153-B;2CY060TE;NEW;1,00;750000,000;EUR;1,000000;5,360000;5,360000;6,860000;6,860000;40200,000000;40200,000000;40200,000000;40200,000000;51450,000000;51450,000000;51450,000000;51450,000000;0,018350;BOLTS;0;;;;A10;Others
4515;13/09/2023;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;BM8 819;0FY120BM;NEW;1,00;15000,000;EUR;1,000000;60,470000;60,470000;110,000000;110,000000;9070,500000;9070,500000;9070,500000;9070,500000;16500,000000;16500,000000;16500,000000;16500,000000;0,115300;BOLTS;0;;;;A01;Mobile
4516;14/09/2023;001;WIRT GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;VOV04LF;3V0280VO;NEW;1,00;405,000;EUR;1,000000;250,000000;250,000000;900,000000;900,000000;1012,500000;1012,500000;1012,500000;1012,500000;3645,000000;3645,000000;3645,000000;3645,000000;0,002850;BOLTS;20231006;;;;A04;Hybrid
4517;14/09/2023;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;ADT;Company ADT;VON 006;521080VO;NEW;1,00;600000,000;EUR;1,000000;1,860000;1,860000;3,560000;3,560000;11190,000000;11190,000000;11190,000000;11190,000000;21360,000000;21360,000000;21360,000000;21360,000000;0,006670;NUT;20240101;21360,000000;21360,000000;21360,000000;A10;Others
4518;14/09/2023;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;ADT;Company ADT;VON 103;521060VO;NEW;1,00;8000000,000;EUR;1,000000;0,960000;0,960000;1,300000;1,300000;76800,000000;76800,000000;76800,000000;76800,000000;104000,000000;104000,000000;104000,000000;104000,000000;0,003260;NUT;20240101;104000,000000;100400,000000;100400,000000;A10;Others
4519;14/09/2023;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;ADT;Company ADT;VON 032;4A1060VO;NEW;1,00;850000,000;EUR;1,000000;0,960000;0,960000;1,800000;1,800000;8202,500000;8202,500000;8202,500000;8202,500000;15300,000000;15300,000000;15300,000000;15300,000000;0,002420;NUT;20240101;15300,000000;15300,000000;15300,000000;A10;Others
4520;14/09/2023;022;BRBO GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;BR05.38;102080BR;NEW;1,00;9720,000;EUR;1,000000;14,100000;14,100000;110,000000;110,000000;1370,520000;1370,520000;1370,520000;1370,520000;10692,000000;10692,000000;10692,000000;10692,000000;0,032500;BOLTS;0;;;;A02;Mobile
4521;14/09/2023;022;BRBO GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;BR05.39;109080BR;NEW;1,00;9720,000;EUR;1,000000;14,100000;14,100000;110,000000;110,000000;1370,520000;1370,520000;1370,520000;1370,520000;10692,000000;10692,000000;10692,000000;10692,000000;0,032500;BOLTS;0;;;;A02;Mobile
4522;14/09/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;RE40950;6J2141RE;REORDER;0,50;2400,000;EUR;1,000000;65,600000;65,600000;117,130000;117,130000;1574,400000;787,200000;1574,400000;787,200000;2811,120000;1405,560000;2811,120000;1405,560000;0,050000;NUT;0;;;;;
4523;14/09/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;742222PE;REORDER;0,50;100,000;EUR;1,000000;59,170000;59,170000;113,090000;113,090000;59,170000;29,590000;59,170000;29,590000;113,090000;56,550000;113,090000;56,550000;0,080000;NUT;0;;;;;
4524;14/09/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE41685;0C1100RE;REORDER;0,50;600,000;EUR;1,000000;16,430000;16,430000;30,720000;30,720000;98,580000;49,290000;98,580000;49,290000;184,320000;92,160000;184,320000;92,160000;0,063000;BOLTS;0;;;;;
4525;15/09/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE00020;5U0050FE;NEW;1,00;38000,000;EUR;1,000000;13,850000;13,850000;37,000000;37,000000;5263,000000;5263,000000;5263,000000;5263,000000;14060,000000;14060,000000;14060,000000;14060,000000;0,001300;BOLTS;20240116;14630,000000;14630,000000;14630,000000;A07;Body
4526;18/09/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE14301;980220FE;NEW;1,00;100000,000;EUR;1,000000;6,950000;6,950000;4,920000;4,920000;6950,000000;6950,000000;6950,000000;6950,000000;4918,000000;4918,000000;4918,000000;4918,000000;0,007300;BOLTS;20231124;;;;A07;Body
4527;18/09/2023;117;DELL GROUP;GK90;Group Sales GK90;GKB9;Sales Customer GKB9;ADT;Company ADT;DE244BS;2G0120DE;NEW;1,00;480000,000;EUR;1,000000;8,740000;8,740000;15,800000;15,800000;41942,400000;41942,400000;41942,400000;41942,400000;75840,000000;75840,000000;75840,000000;75840,000000;0,010000;AFP-C;20240215;68360,000000;65603,000000;65909,000000;A10;Others
4528;20/09/2023;379;IVO  GROUP;GK67;Group Sales GK67;GK52;Sales Customer GK52;ADT;Company ADT;IV58079;1R2120IV;NEW;1,00;30000,000;EUR;1,000000;64,000000;64,000000;97,000000;97,000000;19200,000000;19200,000000;19200,000000;19200,000000;29100,000000;29100,000000;29100,000000;29100,000000;0,026000;BOLTS;20240310;14550,000000;29100,000000;29100,000000;A03;Engine
4529;20/09/2023;022;BRBO GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;BR05D36;131040BR;NEW;1,00;10000,000;EUR;1,000000;7,900000;7,900000;74,000000;74,000000;790,000000;790,000000;790,000000;790,000000;7400,000000;7400,000000;7400,000000;7400,000000;0,010000;BOLTS;20240206;5920,000000;5920,000000;5920,000000;A02;Mobile
4530;20/09/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE40965;108120RE;REORDER;0,50;20000,000;EUR;1,000000;14,800000;14,800000;25,230000;25,230000;2960,000000;1480,000000;2960,000000;1480,000000;5046,000000;2523,000000;5046,000000;2523,000000;0,068200;BOLTS;0;;;;;
4531;20/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;02Y060FC;EXTENSION;0,50;200846,000;USD;1,060000;8,390000;7,920000;11,000000;10,380000;16850,980000;8425,490000;15897,150000;7948,580000;22093,060000;11046,530000;20842,510000;10421,250000;0,011022;BOLTS;20260101;;;;A07;Body
4532;20/09/2023;;;GKD1;Group Sales GKD1;GKD1;Sales Customer GKD1;USA;Company USA;W7250;8L1100;EXTENSION;0,50;5000,000;USD;1,060000;11,930000;11,250000;62,000000;58,490000;596,500000;298,250000;562,740000;281,370000;3100,000000;1550,000000;2924,530000;1462,260000;0,013426;BOLTS;20231001;;;;A05;Mobile
4533;20/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;NZAFC;NEW;1,00;1118524,000;USD;1,060000;123,340000;116,360000;155,000000;146,230000;1379565,130000;1379565,130000;1301476,540000;1301476,540000;1733712,200000;1733712,200000;1635577,550000;1635577,550000;0,185065;BOLTS;20240101;;;;A01;Mobile
4534;20/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;1B1080FC;EXTENSION;0,50;1620632,000;USD;1,060000;7,200000;6,790000;9,000000;8,490000;116685,500000;58342,750000;110080,660000;55040,330000;145856,880000;72928,440000;137600,830000;68800,420000;0,018000;BOLTS;20250101;;;;;
4535;25/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK52;Sales Customer GK52;ADT;Company ADT;FC00420;131060FC;NEW;1,00;10000,000;EUR;1,000000;3,570000;3,570000;28,000000;28,000000;356,560000;356,560000;356,560000;356,560000;2800,000000;2800,000000;2800,000000;2800,000000;0,004040;BOLTS;20231102;4200,000000;4200,000000;;A03;Engine
4536;25/09/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE41685;0C1100RE;REORDER;0,50;1500,000;EUR;1,000000;16,430000;16,430000;30,720000;30,720000;246,450000;123,220000;246,450000;123,220000;460,800000;230,400000;460,800000;230,400000;0,063400;BOLTS;0;;;;;
4537;25/09/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE46478;101100RE;REORDER;0,50;4060,000;EUR;1,000000;13,470000;13,470000;24,000000;24,000000;546,880000;273,440000;546,880000;273,440000;974,400000;487,200000;974,400000;487,200000;0,053120;BOLTS;0;;;;;
4538;26/09/2023;131;TIRI GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;TI67078;991120TI;NEW;1,00;150000,000;EUR;1,000000;5,620000;5,620000;33,500000;33,500000;8429,700000;8429,700000;8429,700000;8429,700000;50244,000000;50244,000000;50244,000000;50244,000000;0,166000;AFP-C;20231002;270000,000000;270000,000000;200000,000000;A07;Body
4539;26/09/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;PEPH101;V101CAPE;REORDER;0,50;72000,000;EUR;1,000000;40,430000;40,430000;80,410000;80,410000;29109,600000;14554,800000;29109,600000;14554,800000;57895,200000;28947,600000;57895,200000;28947,600000;0,116300;BOLTS;0;;;;;
4540;27/09/2023;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;AGR;Company SPA;VON 901;108120VO;NEW;1,00;205937,000;EUR;1,000000;37,230000;37,230000;46,500000;46,500000;76670,350000;76670,350000;76670,350000;76670,350000;95760,710000;95760,710000;95760,710000;95760,710000;0,106560;BOLTS;20250101;;;;A10;Others
4541;27/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK67;Sales Customer GK67;GER;Company Germany;FC50500;641060FC;EXTENSION;0,50;2000000,000;EUR;1,000000;4,720000;4,720000;4,610000;4,610000;94400,000000;47200,000000;94400,000000;47200,000000;92200,000000;46100,000000;92200,000000;46100,000000;0,005000;NUT;0;;;;A04;Hybrid
4542;28/09/2023;014;IZI FRW GROUP;GK65;Group Sales GK65;GKF9;Sales Customer GKF9;USA;Company USA;ZF065AA;0G2160ZF;NEW;1,00;200000,000;USD;1,060000;123,340000;116,360000;141,000000;133,020000;246676,000000;246676,000000;232713,210000;232713,210000;282000,000000;282000,000000;266037,740000;266037,740000;0,185065;BOLTS;20240101;;;;A01;Mobile
4543;29/09/2023;I02;Coan GROUP;GKI0;Group Sales GKI0;GKI0;Sales Customer GKI0;AGR;Company SPA;Co67078;991120Co;NEW;1,00;150000,000;EUR;1,000000;123,450000;123,450000;139,000000;139,000000;185175,000000;185175,000000;185175,000000;185175,000000;208500,000000;208500,000000;208500,000000;208500,000000;0,166000;AFP-C;0;;;;A07;Body
4544;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98282;770012PS;EXTENSION;0,50;1003240,740;EUR;1,000000;3,320000;3,320000;4,160000;4,160000;33307,590000;16653,800000;33307,590000;16653,800000;41724,780000;20862,390000;41724,780000;20862,390000;0,005900;SPECIAL SCREW;20240101;26552,130000;41724,780000;41724,780000;A07;Body
4545;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98280;NZAPS;EXTENSION;0,50;2121674,600;EUR;1,000000;6,050000;6,050000;3,890000;3,890000;128361,310000;64180,660000;128361,310000;64180,660000;82575,580000;41287,790000;82575,580000;41287,790000;0,009430;BOLTS;20240101;52548,090000;82575,580000;82575,580000;A07;Body
4546;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS79015;V070PS;EXTENSION;0,50;83583,330;EUR;1,000000;7,520000;7,520000;8,010000;8,010000;6285,470000;3142,730000;6285,470000;3142,730000;6692,520000;3346,260000;6692,520000;3346,260000;0,019880;BOLTS;20240101;4258,870000;6692,520000;6692,520000;A07;Body
4547;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS79015;V070PS;EXTENSION;0,50;159518,520;EUR;1,000000;7,520000;7,520000;8,010000;8,010000;11995,790000;5997,900000;11995,790000;5997,900000;12772,650000;6386,320000;12772,650000;6386,320000;1,019880;BOLTS;20240101;8128,050000;12772,650000;12772,650000;A07;Body
4548;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98080;V13PS;NEW;1,00;400000,000;EUR;1,000000;5,210000;5,210000;6,920000;6,920000;20840,000000;20840,000000;20840,000000;20840,000000;27692,000000;27692,000000;27692,000000;27692,000000;0,008140;BOLTS;20230701;27692,000000;27692,000000;27692,000000;A10;Others
4549;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS14480;0F2140PS;EXTENSION;0,50;323000,000;EUR;1,000000;25,120000;25,120000;31,070000;31,070000;81137,600000;40568,800000;81137,600000;40568,800000;100356,100000;50178,050000;100356,100000;50178,050000;0,062000;BOLTS;20230701;100356,100000;100356,100000;100356,100000;A01;Mobile
4550;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;GER;Company Germany;PS14480;8D1080PS;EXTENSION;0,50;323000,000;EUR;1,000000;1,990000;1,990000;10,140000;10,140000;6427,700000;3213,850000;6427,700000;3213,850000;32752,200000;16376,100000;32752,200000;16376,100000;0,007060;NUT;20230701;32752,200000;32752,200000;32752,200000;A10;Others
4551;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS14480;0E1120PS;EXTENSION;0,50;323000,000;EUR;1,000000;22,400000;22,400000;25,690000;25,690000;72352,000000;36176,000000;72352,000000;36176,000000;82978,700000;41489,350000;82978,700000;41489,350000;0,098050;BOLTS;20230701;82978,700000;82978,700000;82978,700000;A10;Others
4552;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS96780;021060PS;EXTENSION;0,50;99259,260;EUR;1,000000;5,550000;5,550000;6,290000;6,290000;5508,890000;2754,440000;5508,890000;2754,440000;6243,410000;3121,700000;6243,410000;3121,700000;0,010400;BOLTS;20240401;2837,910000;6243,410000;6243,410000;A10;Others
4553;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS96880;131060PS;EXTENSION;0,50;489814,810;EUR;1,000000;3,140000;3,140000;11,910000;11,910000;15380,190000;7690,090000;15380,190000;7690,090000;58336,940000;29168,470000;58336,940000;29168,470000;0,008400;SPECIAL SCREW;20240401;26516,790000;58336,940000;58336,940000;A10;Others
4554;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;GER;Company Germany;PS98280;6M1081PS;EXTENSION;0,50;91203,700;EUR;1,000000;14,380000;14,380000;17,120000;17,120000;13115,090000;6557,550000;13115,090000;6557,550000;15618,630000;7809,320000;15618,630000;7809,320000;0,030140;NUT;20240101;9939,130000;15618,630000;15618,630000;A07;Body
4555;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;244907,410;EUR;1,000000;16,540000;16,540000;35,060000;35,060000;40507,690000;20253,840000;40507,690000;20253,840000;85862,090000;42931,040000;85862,090000;42931,040000;0,048850;BOLTS;20240401;39028,220000;85862,090000;85862,090000;A04;Hybrid
4556;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;135185,140;EUR;1,000000;31,900000;31,900000;34,250000;34,250000;43124,060000;21562,030000;43124,060000;21562,030000;46300,910000;23150,450000;46300,910000;23150,450000;0,078000;BOLTS;20240101;29464,210000;46300,910000;46300,910000;A04;Hybrid
4557;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;244907,410;EUR;1,000000;31,900000;31,900000;34,250000;34,250000;78125,460000;39062,730000;78125,460000;39062,730000;83880,790000;41940,390000;83880,790000;41940,390000;0,078000;BOLTS;20240401;38127,630000;83880,790000;83880,790000;A04;Hybrid
4558;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;62500,000;EUR;1,000000;31,900000;31,900000;34,250000;34,250000;19937,500000;9968,750000;19937,500000;9968,750000;21406,250000;10703,120000;21406,250000;10703,120000;0,078000;BOLTS;20240101;13622,160000;21406,250000;21406,250000;A04;Hybrid
4559;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;14814,810;EUR;1,000000;31,900000;31,900000;34,250000;34,250000;4725,930000;2362,960000;4725,930000;2362,960000;5074,070000;2537,040000;5074,070000;2537,040000;0,078000;BOLTS;20240401;2306,400000;5074,070000;5074,070000;A04;Hybrid
4560;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;83333,330;EUR;1,000000;31,900000;31,900000;34,250000;34,250000;26583,330000;13291,670000;26583,330000;13291,670000;28541,670000;14270,830000;28541,670000;14270,830000;0,078000;BOLTS;20240101;18162,880000;28541,670000;28541,670000;A04;Hybrid
4561;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0E1100PS;EXTENSION;0,50;91203,700;EUR;1,000000;17,260000;17,260000;23,420000;23,420000;15741,760000;7870,880000;15741,760000;7870,880000;21359,910000;10679,950000;21359,910000;10679,950000;0,068422;BOLTS;20240101;13592,670000;21359,910000;21359,910000;A10;Others
4562;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS79067;484143PS;EXTENSION;0,50;534722,220;EUR;1,000000;1,730000;1,730000;1,150000;1,150000;9250,690000;4625,350000;9250,690000;4625,350000;6170,690000;3085,350000;6170,690000;3085,350000;0,002005;SPECIAL SCREW;20240101;3926,810000;6170,690000;6170,690000;A07;Body
4563;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98480;V150PS;EXTENSION;0,50;1081481,480;EUR;1,000000;4,160000;4,160000;4,740000;4,740000;44989,630000;22494,810000;44989,630000;22494,810000;51229,780000;25614,890000;51229,780000;25614,890000;0,009780;BOLTS;20240101;32600,770000;51229,780000;51229,780000;A07;Body
4564;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;PS98480;V151PS;EXTENSION;0,50;1481481,480;EUR;1,000000;4,160000;4,160000;4,740000;4,740000;61629,630000;30814,810000;61629,630000;30814,810000;70177,780000;35088,890000;70177,780000;35088,890000;0,009780;BOLTS;20240101;44658,590000;70177,780000;70177,780000;A07;Body
4565;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;37037,040;EUR;1,000000;17,830000;17,830000;25,690000;25,690000;6603,700000;3301,850000;6603,700000;3301,850000;9514,810000;4757,410000;9514,810000;4757,410000;0,006580;BOLTS;20240101;6054,880000;9514,810000;9514,810000;A07;Body
4566;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;02Y120PS;EXTENSION;0,50;12500,000;EUR;1,000000;18,810000;18,810000;27,220000;27,220000;2351,250000;1175,620000;2351,250000;1175,620000;3402,870000;1701,440000;3402,880000;1701,440000;0,050800;BOLTS;20240101;2165,470000;3402,880000;3402,880000;A07;Body
4567;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;148148,150;EUR;1,000000;19,520000;19,520000;35,060000;35,060000;28918,520000;14459,260000;28918,520000;14459,260000;51939,260000;25969,630000;51939,260000;25969,630000;0,048800;BOLTS;20240101;33052,260000;51939,260000;51939,260000;A07;Body
4568;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;142592,590;EUR;1,000000;19,520000;19,520000;35,060000;35,060000;27834,070000;13917,040000;27834,070000;13917,040000;49991,540000;24995,770000;49991,540000;24995,770000;0,048800;BOLTS;20240101;31812,800000;49991,540000;49991,540000;A07;Body
4569;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;121111,110;EUR;1,000000;19,520000;19,520000;35,060000;35,060000;23640,890000;11820,440000;23640,890000;11820,440000;42460,340000;21230,170000;42460,340000;21230,170000;0,048800;BOLTS;20240101;27020,220000;42460,340000;42460,340000;A07;Body
4570;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;50000,000;EUR;1,000000;19,520000;19,520000;35,060000;35,060000;9760,000000;4880,000000;9760,000000;4880,000000;17529,500000;8764,750000;17529,500000;8764,750000;0,048800;BOLTS;20240101;11155,140000;17529,500000;17529,500000;A07;Body
4571;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;0CY081PS;EXTENSION;0,50;108148,150;EUR;1,000000;19,520000;19,520000;35,060000;35,060000;21110,520000;10555,260000;21110,520000;10555,260000;37915,660000;18957,830000;37915,660000;18957,830000;0,048800;BOLTS;20240101;24128,150000;37915,660000;37915,660000;A07;Body
4572;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;GER;Company Germany;PS14480;8D1060PS;EXTENSION;0,50;323000,000;EUR;1,000000;1,170000;1,170000;4,090000;4,090000;3772,190000;1886,090000;3772,190000;1886,090000;13210,700000;6605,350000;13210,700000;6605,350000;0,003520;NUT;20230701;13210,700000;13210,700000;13210,700000;A10;Others
4573;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;GER;Company Germany;PS98580;6M2101PS;EXTENSION;0,50;91203,700;EUR;1,000000;8,360000;8,360000;6,910000;6,910000;7624,600000;3812,300000;7624,600000;3812,300000;6302,180000;3151,090000;6302,180000;3151,090000;0,014402;NUT;20240101;4010,480000;6302,180000;6302,180000;A07;Body
4574;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS14480;0F2140PS;EXTENSION;0,50;985000,000;EUR;1,000000;25,120000;25,120000;31,070000;31,070000;247466,640000;123733,320000;247466,640000;123733,320000;306039,500000;153019,750000;306039,500000;153019,750000;0,062000;BOLTS;20240101;194752,410000;306039,500000;306039,500000;A07;Body
4575;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;1BY120PS;EXTENSION;0,50;335648,150;EUR;1,000000;28,100000;28,100000;33,470000;33,470000;94321,240000;47160,620000;94321,240000;47160,620000;112348,150000;56174,070000;112348,150000;56174,070000;0,076000;BOLTS;20240401;51067,340000;112348,150000;112348,150000;A10;Others
4576;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;1BY120PS;EXTENSION;0,50;14814,810;EUR;1,000000;28,100000;28,100000;33,470000;33,470000;4163,140000;2081,570000;4163,140000;2081,570000;4958,810000;2479,410000;4958,810000;2479,410000;0,076000;BOLTS;20240401;2254,010000;4958,810000;4958,810000;A10;Others
4577;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;1BY120PS;EXTENSION;0,50;72222,220;EUR;1,000000;28,100000;28,100000;33,470000;33,470000;20295,330000;10147,660000;20295,330000;10147,660000;24174,220000;12087,110000;24174,220000;12087,110000;0,076000;BOLTS;20240401;10988,280000;24174,220000;24174,220000;A10;Others
4578;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;1BY120PS;EXTENSION;0,50;91666,670;EUR;1,000000;28,100000;28,100000;33,470000;33,470000;25759,460000;12879,730000;25759,460000;12879,730000;30682,670000;15341,330000;30682,670000;15341,330000;0,076000;BOLTS;20231001;30682,670000;30682,670000;30682,670000;A05;Mobile
4579;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98380;1BY120PS;EXTENSION;0,50;244907,410;EUR;1,000000;28,100000;28,100000;33,470000;33,470000;68821,980000;34410,990000;68821,980000;34410,990000;81975,410000;40987,700000;81975,410000;40987,700000;0,076000;BOLTS;20240401;37261,550000;81975,410000;81975,410000;A10;Others
4580;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0BY120PS;EXTENSION;0,50;91666,670;EUR;1,000000;27,490000;27,490000;34,250000;34,250000;25197,440000;12598,720000;25197,440000;12598,720000;31395,830000;15697,920000;31395,830000;15697,920000;0,076000;BOLTS;20231001;31395,830000;31395,830000;31395,830000;A05;Mobile
4581;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;GER;Company Germany;PS98580;741081PS;EXTENSION;0,50;48981,480;EUR;1,000000;14,990000;14,990000;17,050000;17,050000;7342,380000;3671,190000;7342,380000;3671,190000;8353,790000;4176,900000;8353,790000;4176,900000;0,025000;NUT;20240401;3797,180000;8353,790000;8353,790000;A10;Others
